tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_stage,favorite_count,retweet_count,img_num,p1,p1_conf,p2,p2_conf,p3,p3_conf,p_dogs
794332329137291264,2016-11-04 00:15:59,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,12,10,Nimbus,,10686,3088,1.0,samoyed,0.988307,great pyrenees,0.00490635,Great Pyrenees,0.00290129,p1_dog
794205286408003585,2016-11-03 15:51:10,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af https://t.co/trSjgY3h4g,14,10,Laika,pupper,10314,3895,3.0,pedestal,0.66266,brass,0.294827,brass,0.0203711,no prediction
793962221541933056,2016-11-02 23:45:19,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,12,10,Maximus,,18910,5711,1.0,labrador retriever,0.8616510000000001,staffordshire bullterrier,0.0444618,Staffordshire bullterrier,0.016496700000000003,p1_dog
793845145112371200,2016-11-02 16:00:06,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,13,10,Clark,,10295,2187,1.0,old english sheepdog,0.7652770000000001,kerry blue terrier,0.112753,Kerry blue terrier,0.0476617,p1_dog
793614319594401792,2016-11-02 00:42:53,RT @dog_rates: When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,13,10,None,,0,3661,1.0,golden retriever,0.705092,kuvasz,0.219721,kuvasz,0.015965,p1_dog
793601777308463104,2016-11-01 23:53:02,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv,12,10,Dobby,,8926,1908,1.0,miniature pinscher,0.538981,toy terrier,0.21783,toy terrier,0.0891487,p1_dog
793500921481273345,2016-11-01 17:12:16,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN,12,10,Fiona,,11953,2786,2.0,golden retriever,0.326122,chesapeake bay retriever,0.219904,Chesapeake Bay retriever,0.163366,p1_dog
793286476301799424,2016-11-01 03:00:09,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3,13,10,Moreton,,27597,10723,1.0,afghan hound,0.274637,doormat,0.142204,doormat,0.109677,p1_dog
793271401113350145,2016-11-01 02:00:14,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational af https://t.co/MgQSdfZGPN,12,10,Dave,,9677,2763,1.0,siberian husky,0.231695,pembroke,0.206749,Pembroke,0.0701195,p1_dog
793256262322548741,2016-11-01 01:00:05,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked https://t.co/BNy9IIJMb0,12,10,None,,22350,9714,1.0,basset,0.207622,beagle,0.0605742,beagle,0.0412205,p1_dog
793241302385262592,2016-11-01 00:00:38,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,13,10,Tucker,,11780,3812,1.0,golden retriever,0.559308,cocker spaniel,0.390222,cocker spaniel,0.0363157,p1_dog
793226087023144960,2016-10-31 23:00:11,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 https://t.co/hFxxBCWlwj",11,10,Juno,,11001,3338,1.0,wire-haired fox terrier,0.456047,english springer,0.273428,English springer,0.0836433,p1_dog
793210959003287553,2016-10-31 22:00:04,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution https://t.co/etL8FHBrh8,10,10,Maude,,9997,3301,1.0,doormat,0.874431,boston bull,0.0187591,Boston bull,0.0151344,p2_dog
793195938047070209,2016-10-31 21:00:23,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,12,10,Lily,puppo,17063,6547,2.0,labrador retriever,0.654762,chihuahua,0.0741,Chihuahua,0.0423393,p1_dog
793180763617361921,2016-10-31 20:00:05,This is Newt. He's a strawberry. 11/10 https://t.co/2VhmlwxA1Q,11,10,Newt,,7740,2310,1.0,lakeland terrier,0.266824,airedale,0.218783,Airedale,0.13296,p1_dog
793165685325201412,2016-10-31 19:00:10,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on https://t.co/IbzT7DJvBo,12,10,Benji,,10478,3238,1.0,golden retriever,0.946224,doormat,0.0364766,doormat,0.00235285,p1_dog
793150605191548928,2016-10-31 18:00:14,This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf,11,10,Nida,,6909,1984,1.0,italian greyhound,0.193869,standard poodle,0.16038,standard poodle,0.12598199999999998,p1_dog
793135492858580992,2016-10-31 17:00:11,Your favorite squad is looking extra h*ckin spooky today. 13/10 for all https://t.co/PrgvOyPtDT,13,10,None,,7214,2893,1.0,bakery,0.737041,teddy,0.05239590000000001,teddy,0.0465926,no prediction
793120401413079041,2016-10-31 16:00:13,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",11,10,Robin,,14202,4551,1.0,labrador retriever,0.7249439999999999,kuvasz,0.169744,kuvasz,0.0355023,p1_dog
792913359805018113,2016-10-31 02:17:31,Here is a perfect example of someone who has their priorities in order. 13/10 for both owner and Forrest https://t.co/LRyMrU7Wfq,13,10,,,16063,4715,4.0,web site,0.226716,switch,0.0819414,switch,0.0390086,no prediction
792883833364439040,2016-10-31 00:20:11,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10 https://t.co/v17mFm0Ftz,12,10,Bailey,,12666,4964,3.0,jack-o'-lantern,0.999306,standard poodle,0.000113129,standard poodle,8.31451e-05,p3_dog
792773781206999040,2016-10-30 17:02:53,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,12,10,Monster,,8209,1963,1.0,yorkshire terrier,0.912804,australian terrier,0.06782250000000001,Australian terrier,0.00445069,p1_dog
792394556390137856,2016-10-29 15:55:58,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,12,10,BeBe,,15128,4998,2.0,cocker spaniel,0.746387,miniature poodle,0.0916151,miniature poodle,0.061078199999999985,p1_dog
792050063153438720,2016-10-28 17:07:05,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,11,10,Remus,,8029,2088,2.0,komondor,0.942856,tibetan terrier,0.05271519999999999,Tibetan terrier,0.002743,p1_dog
791821351946420224,2016-10-28 01:58:16,RT @dog_rates: This little fella really hates stairs. Prefers bush. 13/10 legendary pupper https://t.co/e3LPMAHj7p,13,10,None,pupper,0,24514,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
791784077045166082,2016-10-27 23:30:09,RT @dog_rates: I'm not sure what this dog is doing but it's pretty inspirational. 12/10 https://t.co/4Kn9GEHXiE,12,10,None,,0,11271,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
791780927877898241,2016-10-27 23:17:38,RT @dog_rates: This is Maddie. She gets some wicked air time. Hardcore barkour. 11/10 nimble af https://t.co/bROYbceZ1u,11,10,Maddie,,0,4432,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
791774931465953280,2016-10-27 22:53:48,Vine will be deeply missed. This was by far my favorite one. 14/10 https://t.co/roqIxCvEB3,14,10,None,,37818,21156,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
791672322847637504,2016-10-27 16:06:04,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,13,10,None,,13129,3661,1.0,golden retriever,0.705092,kuvasz,0.219721,kuvasz,0.015965,p1_dog
791406955684368384,2016-10-26 22:31:36,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,12,10,Levi,,14670,4797,4.0,pembroke,0.972629,basenji,0.0270259,basenji,0.000152502,p1_dog
791312159183634433,2016-10-26 16:14:55,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket https://t.co/GGJvxYt3xK,12,10,Mabel,,9841,2963,4.0,miniature pinscher,0.892925,doberman,0.0955238,Doberman,0.00354426,p1_dog
791026214425268224,2016-10-25 21:18:40,RT @dog_rates: This is Alfie. He's touching a butt. Couldn't be happier. 11/10 https://t.co/gx3xF5mZbo,11,10,Alfie,,0,4858,1.0,malamute,0.375098,keeshond,0.0693617,keeshond,0.0505276,p1_dog
790987426131050500,2016-10-25 18:44:32,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,12,10,Misty,,11089,2483,1.0,cocker spaniel,0.349195,newfoundland,0.309535,Newfoundland,0.104768,p1_dog
790946055508652032,2016-10-25 16:00:09,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,12,10,Betty,puppo,18601,5496,1.0,dishwasher,0.700466,chow,0.245773,chow,0.0390117,p2_dog
790723298204217344,2016-10-25 01:14:59,RT @dog_rates: This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,12,10,Happy,,0,2704,1.0,tub,0.479477,golden retriever,0.325106,golden retriever,0.07853049999999999,p3_dog
790698755171364864,2016-10-24 23:37:28,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,12,10,Mosby,,9158,2203,1.0,bernese mountain dog,0.996541,appenzeller,0.00105698,Appenzeller,0.000997907,p1_dog
790581949425475584,2016-10-24 15:53:19,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary https://t.co/Fd5WFDTMH4,11,10,Duke,,22473,8183,2.0,refrigerator,0.998886,kelpie,0.000152999,kelpie,0.000130817,p2_dog
790337589677002753,2016-10-23 23:42:19,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,12,10,Maggie,,8740,2167,1.0,pembroke,0.658808,toy terrier,0.153096,toy terrier,0.102299,p1_dog
790277117346975746,2016-10-23 19:42:02,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,11,10,Bruce,,14081,3732,1.0,labrador retriever,0.427742,curly-coated retriever,0.190503,curly-coated retriever,0.146427,p1_dog
790227638568808452,2016-10-23 16:25:25,RT @dog_rates: This is Leela. She's a Fetty Woof. Lost eye while saving a baby from an avalanche. 11/10 true h*ckin hero https://t.co/2lBg3…,11,10,Leela,,0,4190,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
789986466051088384,2016-10-23 00:27:05,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,12,10,Happy,,10369,2704,1.0,tub,0.479477,golden retriever,0.325106,golden retriever,0.07853049999999999,p3_dog
789960241177853952,2016-10-22 22:42:52,RT @dog_rates: This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well https://t.…,12,10,Buddy,,0,4839,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
789903600034189313,2016-10-22 18:57:48,This is Ralphy. His dreams were just shattered. Poor pupper. 13/10 it'll be ok Ralphy https://t.co/P0kSN6rT6H,13,10,Ralphy,pupper,11673,4858,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
789628658055020548,2016-10-22 00:45:17,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,13,10,Eli,,8448,2080,1.0,chow,0.260702,pomeranian,0.0881427,Pomeranian,0.0798831,p1_dog
789599242079838210,2016-10-21 22:48:24,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,12,10,Brownie,,7620,2279,2.0,chesapeake bay retriever,0.8788219999999999,labrador retriever,0.0185703,Labrador retriever,0.0174985,p1_dog
789530877013393408,2016-10-21 18:16:44,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,12,10,Rizzy,,13188,3942,3.0,schipperke,0.363272,norwegian elkhound,0.197021,Norwegian elkhound,0.151024,p1_dog
789314372632018944,2016-10-21 03:56:25,"HE WAS JUST A LIL SLEEPY FROM BEING SUCH A GOOD DOGGI ALL THE TIME MISTAKES HAPPEN 13/10
https://t.co/G2ms0A5jWM",13,10,None,,9615,2666,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
789280767834746880,2016-10-21 01:42:53,RT @dog_rates: This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af https://t…,12,10,Meyer,,0,5747,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
789268448748703744,2016-10-21 00:53:56,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,10,10,Stella,,10196,3014,1.0,malamute,0.81286,eskimo dog,0.120853,Eskimo dog,0.0242693,p1_dog
789137962068021249,2016-10-20 16:15:26,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,12,10,Bo,,10875,3244,2.0,chihuahua,0.746135,pembroke,0.0703834,Pembroke,0.0492369,p1_dog
788908386943430656,2016-10-20 01:03:11,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",11,10,Lucy,,30653,14409,1.0,remote control,0.8815379999999999,golden retriever,0.0355131,golden retriever,0.0340897,p3_dog
788765914992902144,2016-10-19 15:37:03,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,12,10,Butter,,30658,12014,1.0,cocker spaniel,0.500509,jigsaw puzzle,0.27273400000000003,jigsaw puzzle,0.041475800000000014,p1_dog
788552643979468800,2016-10-19 01:29:35,RT @dog_rates: Say hello to mad pupper. You know what you did. 13/10 would pet until no longer furustrated https://t.co/u1ulQ5heLX,13,10,,pupper,0,8407,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
788412144018661376,2016-10-18 16:11:17,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,11,10,Dexter,,16060,5990,1.0,golden retriever,0.805238,brittany spaniel,0.113798,Brittany spaniel,0.0385587,p1_dog
788178268662984705,2016-10-18 00:41:57,Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af https://t.co/s7MgFWDySc,13,10,None,,8100,2488,2.0,samoyed,0.73548,arctic fox,0.075101,Arctic fox,0.0360719,p1_dog
788150585577050112,2016-10-17 22:51:57,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,13,10,Leo,,6865,1510,3.0,chow,0.814145,chihuahua,0.112704,Chihuahua,0.0158832,p1_dog
788070120937619456,2016-10-17 17:32:13,RT @dog_rates: This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both https://t.co/1acHQS8rvK,11,10,Bo,,0,3952,1.0,golden retriever,0.735163,labrador retriever,0.064897,Labrador retriever,0.0477037,p1_dog
788039637453406209,2016-10-17 15:31:05,Did... did they pick out that license plate? 12/10 for both https://t.co/lRmUUOxgbQ,12,10,None,,6867,1535,1.0,beach wagon,0.362925,limousine,0.304759,limousine,0.101702,no prediction
787810552592695296,2016-10-17 00:20:47,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,11,10,Frank,,9717,3540,2.0,pug,0.362835,english setter,0.221864,English setter,0.0804183,p1_dog
787717603741622272,2016-10-16 18:11:26,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,13,10,Tonks,puppo,11416,3240,3.0,german shepherd,0.992339,kelpie,0.00492039,kelpie,0.0008528019999999999,p1_dog
787397959788929025,2016-10-15 21:01:17,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,11,10,Moose,,12120,3300,1.0,chihuahua,0.900483,miniature pinscher,0.0210845,miniature pinscher,0.019484,p1_dog
787322443945877504,2016-10-15 16:01:13,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10 https://t.co/lsrR83SiVp,10,10,Lincoln,,8726,2032,1.0,seat belt,0.747739,dingo,0.105703,dingo,0.0172568,p2_dog
787111942498508800,2016-10-15 02:04:45,RT @dog_rates: This is Carl. He's very powerful. 12/10 don't mess with Carl https://t.co/v5m2bIukXc,12,10,Carl,,0,7798,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
786963064373534720,2016-10-14 16:13:10,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,12,10,Rory,,29725,9327,1.0,golden retriever,0.915303,labrador retriever,0.0462126,Labrador retriever,0.0375041,p1_dog
786729988674449408,2016-10-14 00:47:00,RT @dog_rates: This is Oakley. He has no idea what happened here. Even offered to help clean it up. 11/10 such a heckin good boy https://t.…,11,10,Oakley,,0,2827,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
786709082849828864,2016-10-13 23:23:56,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",9.75,10,Logan,,20296,7069,1.0,pomeranian,0.467321,chow,0.122978,chow,0.102654,p1_dog
786664955043049472,2016-10-13 20:28:35,"""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",12,10,None,,11957,2996,1.0,leonberg,0.512034,pomeranian,0.464816,Pomeranian,0.00781249,p1_dog
786595970293370880,2016-10-13 15:54:28,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,11,10,Dale,,10497,3601,1.0,pembroke,0.709512,chow,0.28717800000000004,chow,0.000570176,p1_dog
786363235746385920,2016-10-13 00:29:39,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,13,10,Rizzo,doggo,12189,4072,1.0,golden retriever,0.929266,saluki,0.0628667,Saluki,0.00215669,p1_dog
786286427768250368,2016-10-12 19:24:27,This is Arnie. He's afraid of his own bark. 12/10 would comfort https://t.co/ObT2tSxXit,12,10,Arnie,,8930,3352,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
786233965241827333,2016-10-12 15:55:59,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,11,10,Mattie,,17178,5571,1.0,labrador retriever,0.478193,staffordshire bullterrier,0.224817,Staffordshire bullterrier,0.0773956,p1_dog
786051337297522688,2016-10-12 03:50:17,13/10 for breakdancing puppo @shibbnbot,13,10,None,puppo,1614,179,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
786036967502913536,2016-10-12 02:53:11,RT @dog_rates: This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,11,10,Scout,,0,8237,1.0,golden retriever,0.99383,great pyrenees,0.00314271,Great Pyrenees,0.000917414,p1_dog
785927819176054784,2016-10-11 19:39:28,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop https://t.co/lntsj7Fc4Y,12,10,Lucy,,12696,3652,1.0,teddy,0.97207,chow,0.00849262,chow,0.00288271,p2_dog
785872687017132033,2016-10-11 16:00:24,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,12,10,Rusty,,7489,2130,1.0,great pyrenees,0.392108,pekinese,0.198358,Pekinese,0.143328,p1_dog
785639753186217984,2016-10-11 00:34:48,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,10,10,Pinot,"doggo, pupper",8735,2561,1.0,porcupine,0.978042,echidna,0.0061063,echidna,0.00544197,no prediction
785533386513321988,2016-10-10 17:32:08,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,11,10,Dallas,,10183,2334,2.0,miniature pinscher,0.436023,rottweiler,0.258049,Rottweiler,0.145231,p1_dog
785515384317313025,2016-10-10 16:20:36,"Today, 10/10, should be National Dog Rates Day",10,10,None,,6800,1477,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
785264754247995392,2016-10-09 23:44:41,This is Doc. He requested to be carried around like that. 12/10 anything for Doc https://t.co/mWYACm4qnx,12,10,Doc,,8128,1911,1.0,teddy,0.6748930000000001,chow,0.0567396,chow,0.056137,p3_dog
785170936622350336,2016-10-09 17:31:53,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,11,10,Hero,,13491,5639,2.0,seat belt,0.891193,samoyed,0.0274944,Samoyed,0.0195303,p2_dog
784826020293709826,2016-10-08 18:41:19,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,13,10,Rusty,,11310,3712,1.0,chow,0.0903414,irish setter,0.08349880000000001,Irish setter,0.0774556,p1_dog
784517518371221505,2016-10-07 22:15:26,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,11,10,Frankie,,10039,2970,2.0,malamute,0.757764,siberian husky,0.151248,Siberian husky,0.08484019999999999,p1_dog
784431430411685888,2016-10-07 16:33:21,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,12,10,Stormy,,6329,1491,1.0,miniature poodle,0.744819,standard poodle,0.243192,standard poodle,0.0109202,p1_dog
784183165795655680,2016-10-07 00:06:50,This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch https://t.co/t0cEeRbcXJ,12,10,Reginald,puppo,22513,9374,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
784057939640352768,2016-10-06 15:49:14,This is Balto. He's very content. Legendary tongue slippage. 12/10 would pet forever https://t.co/T7Jr4Gw4sC,12,10,Balto,,33505,12953,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
783839966405230592,2016-10-06 01:23:05,This is Riley. His owner put a donut pillow around him and he loves it so much he won't let anyone take it off. 13/10 https://t.co/8TCQcsZCZ8,13,10,Riley,,33689,12643,1.0,quilt,0.333739,three-toed sloth,0.136245,three-toed sloth,0.117464,no prediction
783821107061198850,2016-10-06 00:08:09,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,12,10,Mairi,,8209,2269,1.0,lakeland terrier,0.26565900000000003,standard poodle,0.196414,standard poodle,0.133534,p1_dog
783695101801398276,2016-10-05 15:47:27,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,12,10,Loomis,,11650,3737,3.0,chow,0.314265,australian terrier,0.300435,Australian terrier,0.0494869,p1_dog
783466772167098368,2016-10-05 00:40:09,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,11,10,Finn,,9468,2608,1.0,chihuahua,0.789,toy terrier,0.115916,toy terrier,0.0362939,p1_dog
783391753726550016,2016-10-04 19:42:03,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,13,10,Godi,,18908,6441,4.0,norwegian elkhound,0.87713,keeshond,0.0862406,keeshond,0.0110191,p1_dog
783347506784731136,2016-10-04 16:46:14,RT @dog_rates: This is Kenny. He just wants to be included in the happenings. 11/10 https://t.co/2S6oye3XqK,11,10,Kenny,,0,6533,1.0,cardigan,0.611525,chihuahua,0.368566,Chihuahua,0.00332957,p1_dog
783334639985389568,2016-10-04 15:55:06,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,12,10,Dave,,32651,13616,2.0,cardigan,0.593858,pembroke,0.13061099999999998,Pembroke,0.100842,p1_dog
783085703974514689,2016-10-03 23:25:55,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,11,10,Earl,,9112,2565,1.0,chesapeake bay retriever,0.240602,boxer,0.164088,boxer,0.134506,p1_dog
782969140009107456,2016-10-03 15:42:44,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,12,10,Cali,,26949,8521,1.0,seat belt,0.474292,labrador retriever,0.17139300000000002,Labrador retriever,0.110592,p2_dog
782747134529531904,2016-10-03 01:00:34,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,11,10,Deacon,doggo,8310,1604,1.0,golden retriever,0.560699,clumber,0.199482,clumber,0.0406818,p1_dog
782722598790725632,2016-10-02 23:23:04,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",10,10,Penny,,19250,6238,1.0,irish setter,0.574557,seat belt,0.339251,seat belt,0.0461082,p1_dog
782598640137187329,2016-10-02 15:10:30,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,11,10,Timmy,,8694,2184,1.0,malamute,0.8408709999999999,eskimo dog,0.140516,Eskimo dog,0.0120116,p1_dog
782305867769217024,2016-10-01 19:47:08,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,12,10,Sampson,doggo,18630,6470,1.0,briard,0.5044270000000001,lhasa,0.390678,Lhasa,0.0345955,p1_dog
782021823840026624,2016-10-01 00:58:26,RT @dog_rates: This is Harper. She scraped her elbow attempting a backflip off a tree. Valiant effort tho. 12/10 https://t.co/oHKJHghrp5,12,10,Harper,,0,7236,1.0,golden retriever,0.383223,chesapeake bay retriever,0.16593,Chesapeake Bay retriever,0.118199,p1_dog
781955203444699136,2016-09-30 20:33:43,This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately https://t.co/FjEsk7A1JV,11,10,Chipson,,12357,3920,1.0,pool table,0.179568,microwave,0.154396,microwave,0.0336905,no prediction
781661882474196992,2016-09-30 01:08:10,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,5,10,None,,11634,3129,1.0,pembroke,0.438087,collie,0.226954,collie,0.07065160000000001,p1_dog
781655249211752448,2016-09-30 00:41:48,This is Combo. The daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/LOKrNo0OM7,11,10,Combo,doggo,4466,1314,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
781524693396357120,2016-09-29 16:03:01,Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.co/ya7bviQUUf,12,10,None,,23163,6426,1.0,tennis ball,0.994712,labrador retriever,0.0035225,Labrador retriever,0.000921439,p2_dog
